,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
2428,Ezstays,edtech,seed,4000000.0,new delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,2019.0,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy
2429,Stylework,co-working,pre-series a,5000000.0,gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,2017.0,Sparsh Khandelwal,Inflection Point Ventures
2430,Kinara Capital,fintech,seed,60000000.0,bengaluru,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2021,2011.0,Hardika Shah,"GAWA Capital, Gaja Capital"
2431,Riskcovry,insuretech,series a,50000000.0,bengaluru,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,2018.0,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund"
2432,NODWIN,gaming,seed,200000000.0,gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2021,2012.0,Gautam Virk,Krafton
2433,Quizizz,edtech,series a,125000000.0,bengaluru,Quizizz is a Education based startup,2021,2015.0,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners"
2434,Ecom Express,e-commerce,seed,200000000.0,new delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2021,2012.0,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","CDC Group, Partners Group"
2435,Turtlemint,insuretech,series d,450000000.0,mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,2015.0,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures
2436,Captain Fresh,supply chain platform,seed,30000000.0,bengaluru,Captain Fresh is a freshwater fish and seafood supply chain platform.,2021,2019.0,Utham Gowda,"Matrix Partners India, Ankur Capital"
2437,Northern Arc,fintech,debt,100000000.0,chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,2008.0,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank"
2438,Qoohoo,social platform,seed,8000000.0,bengaluru,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,2020.0,"Vimal Singh Rathore, Aseem Gupta",Angel investors
2439,IGL,gaming,seed,5000000.0,mumbai,Indian Gaming League is the premier eSports platform in India.,2021,2016.0,Yash Pariani,"Hungama, Hindustan Talkies"
2440,AMPM,e-commerce,seed,2000000.0,gurugram,24*7 convenience store,2021,2018.0,Shubham Gupta,Agility Venture Partners
2441,The ePlane,drone,seed,10000000.0,chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2021,2016.0,"Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan"
2442,Cashify,e-commerce,seed,150000000.0,gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2021,2009.0,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments"
2443,Bijnis,b2b,seed,948512359.4238179,new delhi,Digitizing the Factories of the Unorganised Industries.,2021,2014.0,"Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij","Sequoia Capital India, Matrix Partners India"
2444,Questt,edtech,seed,10000000.0,gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2021,2020.0,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund"
2445,DealShare,e-commerce,debt,30000000.0,jaipur,DealShare is a Social Commerce Startup,2021,2018.0,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital"
2446,Euler Motors,automotive,series a,40000000.0,new delhi,Electric Light Commercial Vehicle,2021,2018.0,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu"
2447,Blume Ventures,fintech,seed,400000000.0,mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2021,2011.0,"Karthik Reddy, Sanjay Nath",Avendus
2448,KoineArth,blockchain startup,pre-series a,18000000.0,bengaluru,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2021,2018.0,Praphul Chandra,YourNest
2449,ImaginXP,edtech,seed,15000000.0,pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2021,2013.0,Vidhika Rohatgi,Venture Catalysts
2450,Virohan,edtech,seed,948512359.4238179,gurugram,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2021,2018.0,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja","National Skill Development Corporation, Rianta Capital"
2451,Apna.co,recruitment,seed,125000000.0,bengaluru,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2021,2019.0,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc"
2452,ideaForge,drone,seed,20000000.0,mumbai,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2021,2007.0,"Ankit Mehta, Ashish Bhat","Infosys, Qualcomm Ventures"
2453,Clairco,cleantech,seed,5000000.0,bengaluru,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2021,2018.0,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList"
2454,Northern Arc,fintech,debt,500000000.0,chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,2008.0,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp"
2455,Lenskart,fashion,seed,950000000.0,faridabad,Lenskart is an India-based online shopping portal for eyewear.,2021,2010.0,"Amit Chaudhary, Peyush Bansal","Kohlberg Kravis Roberts, Temasek Holdings"
2456,ParkSmart,automotive,seed,948512359.4238179,new delhi,ParkSmart is a parking management application.,2021,2018.0,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani"
2457,Virohan,edtech,series a,30000000.0,gurugram,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2021,2018.0,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation"
2458,BankSathi,fintech,seed,2000000.0,new delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,2019.0,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar"
2459,Spark Studio,edtech,seed,948512359.4238179,bengaluru,Online courses to build creativity and confidence in children through extra-curricular learning,2021,2020.0,Anushree Goenka,Better Capital
2460,BlissClub,fashion,seed,20000000.0,bengaluru,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2021,2020.0,Minu Margeret,Elevation Capital
2461,BricSpaces,real estate,pre-seed,3500000.0,bengaluru,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,2018.0,Madhusudhan,Angel investors
2462,ANSR,consulting,series b,150000000.0,bengaluru,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2021,2008.0,Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund"
2463,Keito,ai company,seed,948512359.4238179,pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2021,2016.0,Amal P S,"Rajesh Agarwal, Nandkishore Mundada"
2464,Reccy Adventures,sports startup,seed,4000000.0,gurugram,Reccy Adventures is an adventure sports startup.,2021,2019.0,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman"
2465,Magenta EV,renewable energy,series a,150000000.0,mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,2021,2017.0,"Maxson Lewis, Darryl Dias","JITO Angel Network, LetsVenture"
2466,Karbon Card,fintech,pre-series a,10000000.0,bengaluru,Karbon Card is a financial platform for Indian entrepreneurs.,2021,2019.0,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners"
2467,Wysa,ai company,series a,50000000.0,bengaluru,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,2015.0,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures"
2468,Agnikul,spacetech,series a,110000000.0,chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,2017.0,"Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan"
2469,LegalPay,fintech,seed,948512359.4238179,new delhi,A trusted financial partner for advocates and corporate.,2021,2019.0,Kundan Shahi,9Unicorns
2470,Glamplus,saas,pre-series a,2000000.0,bengaluru,India's #1 SaaS based Salon experience Software,2021,2020.0,Divyanshu Singh,Inflection Point Ventures
2471,Tekie,edtech,seed,15000000.0,gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2021,2017.0,"Anand Verma, Naman Mukund","GSV, Multiply Ventures"
2472,Asirvad Microfinance,fintech,seed,150000000.0,chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2021,2007.0,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc"
2473,Avalon Labs,fintech,pre-series a,948512359.4238179,bengaluru,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021,2017.0,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital"
2474,Betterhalf.ai,matrimony,pre-series a,30000000.0,bengaluru,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021,2016.0,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan"
2475,Koo,social media,series b,300000000.0,bengaluru,Koo App operates as a microblogging app.,2021,2020.0,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant"
2476,Rezo.ai,ai,seed,948512359.4238179,noida,Conversational AI platform - Innovate the way you communicate,2021,2017.0,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani"
2477,Mentoria,edtech,pre-series a,2000000.0,mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021,2015.0,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra"
2478,Cuvette Tech,human resources,seed,18000000.0,bengaluru,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021,2020.0,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya"
2479,Clensta,biotechnology,seed,6000000.0,new delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021,2016.0,Puneet Gupta,"IAN Fund, World Startup Factory"
2480,FarMart,agritech,pre-series a,240000000.0,gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021,2015.0,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital"
2481,Kodo Card,fintech,seed,80000000.0,mumbai,Kodo card is a corporate card for new economy businesses in India.,2021,2019.0,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator"
2482,Polygon,crypto,seed,948512359.4238179,mumbai,Polygon is a blockchain scalability platform.,2021,2017.0,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures"
2483,Get My Parking,mobility,seed,60000000.0,new delhi,"Get My Parking, is a B2B Platform-as-a-Service company.",2021,2015.0,"Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund"
2484,Cellestial,electronics,pre-series a,5000000.0,hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,2019.0,Siddhartha Durairajan,"Gurj Aujla, Ashik K"
2485,FanCode,sports startup,seed,500000000.0,mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2021,2019.0,Yannick Colaco,Dream Sports
2486,Jai Kisan,fintech,series a,300000000.0,mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,2017.0,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures"
2487,Plum,healthcare,series a,150000000.0,bengaluru,High quality health insurance and health benefits,2021,2019.0,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre"
2488,ThatMate,healthcare,seed,1400000.0,satara,ThatMate is a sexual and mental wellness app for teens.,2021,2019.0,Nishant Neeraj,"Supriya Kumari, Premanshu Singh"
2489,Klassroom,edtech,pre-series a,2000000.0,mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021,2016.0,Alka Javeri,ah! Ventures
2490,Convin,saas,pre-seed,3000000.0,bengaluru,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,2019.0,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala"
2491,Mensa Brands,clothing,series a,500000000.0,bengaluru,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021.0,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
2492,Disruptium,consulting,seed,2000000.0,ahmadabad,A consultancy platform for startups,2021,2021.0,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta
2493,MedTel Healthcare,healthcare,pre-series a,50000000.0,orissia,An aggregator for Digital Health Clinics in low resource settings.,2021,2017.0,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",
2494,Pickright Technologies,fintech,seed,2000000.0,bengaluru,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021,2019.0,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav"
2495,Ingenium,edtech,seed,948512359.4238179,new delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021,2018.0,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels
2496,BharatPe,fintech,debt,60000000.0,new delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,2018.0,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners"
2497,RuleZero,tech startup,seed,10000000.0,bengaluru,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,2019.0,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures"
2498,Rubix Data Sciences,it startup,seed,8000000.0,mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,2018.0,Mohan Ramaswamy,
2499,Locobuzz,analytics,series a,40000000.0,mumbai,LocoBuzz is an analytics-based integrated marketing platform.,2021,2011.0,Vishal Agrawal,Yuj Ventures
2500,We Founder Circle,fintech,pre-seed,20000000.0,mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2021,2020.0,Neeraj Tyagi,Geekster
2501,Haqdarshak,finance,pre-series a,8000000.0,jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,2015.0,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures"
2502,Celcius,logistics,seed,948512359.4238179,mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,2020.0,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures
2503,Enthu.ai,ai,seed,2000000.0,chandigarh,Enthu.AI operates as a conversation intelligence startup.,2021,2020.0,"Tushar Jain, Vishal Verma",Appit Simple Infotek
2504,Myelin Foundry,ai,pre-series a,10000000.0,bengaluru,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,2019.0,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures
2505,SuperOps.ai,ai,seed,30000000.0,chennai,SuperOps.ai is an early stage startup in the MSP space.,2021,2020.0,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital"
2506,6Degree,retail,seed,10000000.0,mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021,2014.0,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners"
2507,Teachmint,edtech,series a,165000000.0,bengaluru,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,2020.0,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures"
2508,Sarathi,healthcare,seed,1000000.0,jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,2020.0,Aditi Poyam,
2509,Jidoka Technologies,computer software,seed,3400000.0,chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,2018.0,Sekar Udayamurthy,
2510,Rapido,transportation,series c,430000000.0,bengaluru,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,2015.0,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners"
2511,BYJU'S,edtech,seed,1500000000.0,bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital"
2512,ElasticRun,e-commerce,series d,750000000.0,pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,2015.0,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital"
2513,Avail Finance,fintech,debt,30000000.0,bengaluru,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India"
2514,Nivesh,fintech,pre-series a,16000000.0,noida,Nivesh.com is a mass market mutual funds investment platform.,2021,2016.0,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network"
2515,Thingsup,iot,seed,10000000.0,pune,Thingsup is an Enterprise Grade IoT Platform.,2021,2020.0,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator
2516,Arthya Wealth and Investments,fintech,pre-series a,10000000.0,mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,2020.0,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna"
2517,Zepto,e-commerce,seed,600000000.0,mumbai,Grocery delivery startup,2021,2021.0,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator"
2518,Fi,financial services,series b,500000000.0,bengaluru,Fi is a neo bank.,2021,2019.0,Sumit Gwalani,"Capital Group, Falcon Edge"
2519,Kiko Live,commerce,pre-series a,10000000.0,gurugram,Video-based social commerce startup,2021,2020.0,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra"
2520,TurboHire,computer software,seed,948512359.4238179,hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,2019.0,Deepak Agrawal,"Arcilla, Samir Khosla"
2521,The Hosteller,hospitality,pre-series a,10000000.0,mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,2015.0,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
2522,SatSure,defense & space,seed,948512359.4238179,bengaluru,SatSure is an innovative decision analytics company,2021,2017.0,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India
2523,Ruptok Fintech,financial services,pre-series a,20000000.0,new delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020.0,Ankur Gupta,Manuvel Malabar Jewellers
2524,VilCart,retail,seed,20000000.0,bengaluru,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,2017.0,Prasanna Kumar,Nabventures
2525,Dogsee Chew,food & beverages,pre-series a,70000000.0,bengaluru,100% Natural Dog Treats.,2021,2015.0,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures
2526,Advantage Club,hr tech,pre-series a,33000000.0,gurugram,Advantage Club is India's largest employee engagement platform.,2021,2014.0,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
2527,TRDR,financial services,seed,1500000.0,bengaluru,TRDR is an all-new approach to investing.,2021,2020.0,Ricky Jacob,"Kunal Shah, Snehal Fulzele"
2528,Zoomcar,mobility,seed,920000000.0,bengaluru,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,2012.0,Greg Moran,SternAegis Ventures
2529,Leap India,logistics,seed,100000000.0,mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,2013.0,Anurag Malempati,CDC Group
2530,SuperBottoms,consumer goods,seed,4000000.0,mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021,2015.0,Pallavi Utagi,Alteria Capital
2531,Cora Health,"health, wellness & fitness",seed,6000000.0,bengaluru,Social commerce marketplace for everyday health and wellness.,2021,2020.0,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network
2532,Battery Smart,renewables & environment,pre-series a,70000000.0,new delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021,2019.0,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures"
2533,The Good Glamm Group,information technology,series d,1500000000.0,pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021,2021.0,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures"
2534,Mosaic Wellness,"health, wellness & fitness",series a,240000000.0,mumbai,A platform of digital first health clinics for men and women,2021,2019.0,Dhyanesh Shah,Sequoia
2535,CloudFiles,saas,pre-seed,3000000.0,bengaluru,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,2020.0,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital
2536,The Viral Fever,entertainment,seed,20000000.0,mumbai,India's leading digital entertainment network.,2021,2012.0,Arunabh Kumar,BlackSoil
2537,Xpand,retail,pre-series a,15000000.0,new delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021,2021.0,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
2538,Troo Good,e-commerce,series a,70000000.0,hyderabad,An FMCG company selling nutritious products at an affordable price points.,2021,2018.0,Raju Bhupati,OAKS Asset Management
2539,Prodo,logistics,pre-seed,3000000.0,new delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021,2021.0,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture"
2540,Unnati,fintech,series a,70000000.0,noida,Fintech powered digital agri ecosystem,2021,2019.0,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios"
2541,Lysto,nft,seed,30000000.0,bengaluru,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021,2021.0,Sadiq Ahamed,BEENEXT
2542,Wakefit,furniture,series c,200000000.0,bengaluru,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2021,2014.0,"Ankit Garg, Chaitanya Ramalingegowda",SIG
2543,Buyofuel,oil & energy,seed,1000000.0,coimbatore,Green Fuels Marketplace,2021,2020.0,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures
2544,ElectricPe,ev,seed,30000000.0,bengaluru,India's largest Electric Vehicle Charging Platform,2021,2021.0,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund"
2545,Vayana Network,financial services,series c,300000000.0,pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2021,2017.0,Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
2546,Valuationary,e-learning,pre-seed,1000000.0,surat,EdTech platform upskilling candidates to bag deserving finance job roles.,2021,2020.0,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana"
2547,Knocksense,media,seed,1500000.0,lucknow,Knocksense is a local news and recommendations platform.,2021,2016.0,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels"
2548,Petpooja,information technology,seed,45000000.0,ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021,2011.0,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan"
2549,Wingreens Farms,food & beverages,seed,170000000.0,gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021,2011.0,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network"
2550,Doola,company-as-a-service,seed,30000000.0,new york,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,2021,2020.0,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners
2551,EyeMyEye,eyewear,pre-series a,20000000.0,gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,2021.0,Ganesh Iyer,2000000
2552,Bombay Hemp Company,textiles,seed,20000000.0,mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021,2013.0,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
2553,DGV,information technology,pre-series a,30000000.0,bengaluru,NeoBanking for Bharat,2021,2019.0,Ragavan Venkatesan,"Info Edge Ventures, Omnivore"
2554,GuardianLink,information technology,series a,120000000.0,chennai,Building tech infrastructure to help NFT commerce go mainstream,2021,2017.0,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital
2555,Clinikk,healthcare,pre-series a,40000000.0,bengaluru,Transforming health insurance by building India's first managed care model,2021,2016.0,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures
2556,Toplyne,computer software,seed,25000000.0,bengaluru,Toplyne helps sales teams at product-led companies convert their freemium users!,2021,2021.0,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund"
2557,Mensa,d2c,series b,1350000000.0,bengaluru,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021.0,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital"
2558,GENLEAP,professional training & coaching,seed,80000000.0,haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021,2021.0,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh"
2559,Planys,maritime,pre-series a,16000000.0,chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021,2015.0,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell"
